;id;preco;endereco;numero;bairro;cidade;estado;area;quartos;banheiros;link
1529;2641213170;3.800;Travessa Angustura, 2470 - Pedreira, Belém - PA;2470;Pedreira;Belém;PA;90.0;3.0;3.0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-pedreira-bairros-belem-com-garagem-90m2-aluguel-RS3800-id-2641213170/
1530;2627189461;1.500;Rua Nossa Senhora de Fátima, 293 - Marambaia, Belém - PA;293;Marambaia;Belém;PA;50.0;;1.0;https://www.vivareal.com.br/imovel/ponto-comercial-marambaia-bairros-belem-50m2-aluguel-RS1500-id-2627189461/
1531;2663135961;4.400;Avenida Gentil Bittencourt, 2086 - Sao Bras, Belém - PA;2086;Sao Bras;Belém;PA;79.0;3.0;3.0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-sao-bras-bairros-belem-com-garagem-79m2-aluguel-RS4400-id-2663135961/
1532;2645881119;5.500;Rua Fernando Guilhon, 621 - Jurunas, Belém - PA;621;Jurunas;Belém;PA;480.0;;;https://www.vivareal.com.br/imovel/galpao-deposito-armazem-jurunas-bairros-belem-480m2-aluguel-RS5500-id-2645881119/
1533;2664434316;4.700;Avenida Almirante Barroso, 244 - Marco, Belém - PA;244;Marco;Belém;PA;64.0;2.0;2.0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-marco-bairros-belem-com-garagem-64m2-aluguel-RS4700-id-2664434316/
1534;2648470994;5.000;Rua Boaventura da Silva, 742 - Nazaré, Belém - PA;742;Nazaré;Belém;PA;50.0;1.0;1.0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-nazare-bairros-belem-com-garagem-50m2-aluguel-RS5000-id-2648470994/
1535;2620112248;1.500;Avenida Roberto Camelier, 412 - Jurunas, Belém - PA;412;Jurunas;Belém;PA;40.0;;;https://www.vivareal.com.br/imovel/sala-comercial-jurunas-bairros-belem-40m2-aluguel-RS1500-id-2620112248/
1536;2652791432;1.800;Rua Domingos Marreiros, 404 - Umarizal, Belém - PA;404;Umarizal;Belém;PA;47.0;;;https://www.vivareal.com.br/imovel/sala-comercial-umarizal-bairros-belem-47m2-aluguel-RS1800-id-2652791432/
1537;2651875128;4.800;Travessa Almirante Wandenkolk, 159 - Umarizal, Belém - PA;159;Umarizal;Belém;PA;52.0;1.0;2.0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-umarizal-bairros-belem-com-garagem-52m2-aluguel-RS4800-id-2651875128/
1538;2635606359;5.800;Avenida Governador José Malcher, 2649 - Sao Bras, Belém - PA;2649;Sao Bras;Belém;PA;123.0;3.0;5.0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-sao-bras-bairros-belem-com-garagem-123m2-venda-RS900000-id-2635606359/
1539;2656668339;4.200;Travessa Barão do Triunfo, 1869 - Pedreira, Belém - PA;1869;Pedreira;Belém;PA;79.0;3.0;2.0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-pedreira-bairros-belem-com-garagem-79m2-aluguel-RS4200-id-2656668339/
1540;2666155716;5.500;Rua Boaventura da Silva, 742 - Nazaré, Belém - PA;742;Nazaré;Belém;PA;88.0;2.0;2.0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-nazare-bairros-belem-com-garagem-88m2-aluguel-RS5500-id-2666155716/
1541;2661537018;2.000;Avenida Generalíssimo Deodoro, 1 - Umarizal, Belém - PA;1;Umarizal;Belém;PA;100.0;2.0;2.0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-umarizal-bairros-belem-100m2-aluguel-RS2000-id-2661537018/
1542;2642706234;1.200;Avenida Pedro Miranda, 1324 - Pedreira, Belém - PA;1324;Pedreira;Belém;PA;50.0;2.0;1.0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-pedreira-bairros-belem-50m2-aluguel-RS1200-id-2642706234/
1543;2655928728;5.000;Travessa Almirante Wandenkolk, 159 - Umarizal, Belém - PA;159;Umarizal;Belém;PA;52.0;1.0;1.0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-umarizal-bairros-belem-com-garagem-52m2-aluguel-RS5000-id-2655928728/
1544;2610249113;1.200;Avenida Generalíssimo Deodoro, 1683 - Nazaré, Belém - PA;1683;Nazaré;Belém;PA;78.0;;1.0;https://www.vivareal.com.br/imovel/sala-comercial-nazare-bairros-belem-78m2-aluguel-RS1200-id-2610249113/
1545;2664759704;4.800;Rodovia Augusto Montenegro, 6955 - Parque Verde, Belém - PA;6955;Parque Verde;Belém;PA;250.0;4.0;2.0;https://www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-parque-verde-bairros-belem-com-garagem-250m2-aluguel-RS4800-id-2664759704/
1546;2653622956;5.500;Rua Timbiras, 1758 - Batista Campos, Belém - PA;1758;Batista Campos;Belém;PA;112.0;3.0;3.0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-batista-campos-bairros-belem-com-garagem-112m2-aluguel-RS5500-id-2653622956/
1547;2657043882;4.500;Rua Antônio Barreto, 140 - Umarizal, Belém - PA;140;Umarizal;Belém;PA;55.0;2.0;1.0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-umarizal-bairros-belem-com-garagem-55m2-aluguel-RS4500-id-2657043882/
1548;2661848761;5.200;Travessa Apinagés, 708 - Batista Campos, Belém - PA;708;Batista Campos;Belém;PA;91.0;3.0;2.0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-batista-campos-bairros-belem-com-garagem-91m2-aluguel-RS5200-id-2661848761/
1549;2644193281;5.200;Travessa Quatorze de Março, 762 - Umarizal, Belém - PA;762;Umarizal;Belém;PA;62.0;2.0;2.0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-umarizal-bairros-belem-com-garagem-62m2-aluguel-RS5200-id-2644193281/
1550;2651141156;2.600;Avenida Governador Magalhães Barata, 979 - Sao Bras, Belém - PA;979;Sao Bras;Belém;PA;85.0;3.0;2.0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-sao-bras-bairros-belem-85m2-aluguel-RS2600-id-2651141156/
